episode,score,max_tile,steps
754,7104,512,480
755,14312,1024,820
756,7416,512,517
757,11320,1024,670
758,12800,1024,779
759,9464,512,653
760,9620,512,661
761,13780,1024,847
762,8484,512,586
763,3468,256,286
764,11476,1024,692
765,11972,1024,702
766,12580,1024,760
767,8216,512,569
768,8720,512,599
769,8304,512,583
770,8376,512,575
771,12092,1024,708
772,8604,512,538
773,8852,512,616
774,12180,1024,720
775,11920,1024,700
776,22180,2048,1099
777,13976,1024,838
778,18604,1024,1079
779,8360,512,574
780,7304,512,524
781,10020,512,670
782,8208,512,580
783,6348,512,446
784,7448,512,541
785,12284,1024,743
786,6460,512,462
787,7400,512,517
788,9828,512,671
789,7944,512,553
790,9900,512,682
791,8792,512,613
792,4196,256,345
793,9168,512,587
794,13680,1024,839
795,11748,1024,713
796,9612,512,659
797,8620,512,588
798,6516,512,458
799,8764,512,591
800,8764,512,607
801,9108,512,623
802,5800,512,405
803,10412,1024,612
804,14468,1024,844
805,10600,1024,621
806,7844,512,543
807,7856,512,540
808,13468,1024,817
809,15860,1024,937
810,7876,512,556
811,7064,512,483
812,16064,1024,944
813,8540,512,595
814,8996,512,610
815,12184,1024,722
816,14924,1024,878
817,7732,512,537
818,3808,256,323
819,16848,1024,994
820,7336,512,502
821,4216,256,349
822,6436,512,452
823,6480,512,463
824,4640,256,387
825,10080,512,665
826,16324,1024,973
827,12312,1024,737
828,12164,1024,738
829,8856,512,624
830,2040,128,199
831,8156,512,566
832,7644,512,535
833,12880,1024,788
834,8224,512,579
835,3952,256,337
836,7848,512,539
837,9240,512,636
838,8768,512,612
839,11836,1024,730
840,11380,1024,662
841,8004,512,553
842,8428,512,594
843,15064,1024,877
844,8084,512,566
845,8948,512,601
846,9488,512,620
847,6104,512,437
848,10720,1024,628
849,7932,512,548
850,18236,1024,1102
851,8124,512,566
852,8684,512,603
853,11224,1024,673
854,12368,1024,749
855,7340,512,502
856,9680,512,627
857,12672,1024,764
858,14484,1024,876
859,6024,512,429
860,13900,1024,801
861,9896,512,693
862,8172,512,570
863,6044,512,434
864,9820,512,674
865,7368,512,509
866,7572,512,531
867,14204,1024,870
868,8300,512,586
869,7772,512,546
870,13160,1024,793
871,9228,512,633
872,6496,512,467
873,16064,1024,940
874,9424,1024,530
875,13764,1024,793
876,8052,512,553
877,6728,512,465
878,13348,1024,794
879,7396,512,515
880,12816,1024,761
881,16972,1024,1025
882,14720,1024,895
883,7648,512,520
884,9764,512,680
885,8456,512,578
886,8504,512,590
887,7940,512,555
888,8208,512,566
889,9244,512,641
890,9808,512,675
891,7776,512,536
892,14468,1024,851
893,11632,1024,690
894,14036,1024,848
895,9304,512,636
896,7768,512,544
897,7752,512,541
898,8784,512,612
899,7136,512,488
900,8864,512,601
901,11476,1024,694
902,6412,512,450
903,7044,512,478
904,13568,1024,827
905,8660,512,612
906,14784,1024,865
907,17380,1024,1028
908,7856,512,541
909,8152,512,573
910,9512,512,650
911,10760,1024,638
912,25328,2048,1300
913,4368,256,357
914,7844,512,544
915,7656,512,533
916,8100,512,564
917,7524,512,511
918,10280,1024,589
919,8820,512,593
920,12564,1024,756
921,9576,512,650
922,9580,512,651
923,6304,512,455
924,9480,512,619
925,10168,1024,587
926,10808,512,687
927,11104,1024,675
928,7792,512,545
929,11612,1024,692
930,9040,512,619
931,8740,512,616
932,10756,1024,641
933,13628,1024,810
934,13788,1024,823
935,8904,512,610
936,5768,512,409
937,8324,512,590
938,16436,1024,968
939,23904,2048,1240
940,8548,512,596
941,7712,512,535
942,11572,1024,700
943,9276,512,641
944,7332,512,504
945,8648,512,593
946,9096,512,622
947,3368,256,278
948,13192,1024,801
949,12152,1024,719
950,9888,512,683
951,9696,512,664
952,11080,1024,659
953,7244,512,506
954,4280,256,329
955,16656,1024,1006
956,3768,256,314
957,9020,512,606
958,8800,512,615
959,8368,512,584
960,6456,512,438
961,16204,1024,959
962,7980,512,561
963,14376,1024,869
964,8652,512,606
965,16948,1024,1016
966,17272,1024,1021
967,12068,1024,733
968,4508,256,360
969,8120,512,564
970,7660,512,534
971,13860,1024,835
972,7772,512,532
973,22212,2048,1136
974,7432,512,500
975,3680,256,308
976,8776,512,595
977,14264,1024,822
978,3860,256,324
979,18744,1024,1101
980,15644,1024,922
981,7776,512,550
982,6368,512,426
983,9260,512,631
984,6212,512,440
985,8336,512,565
986,3616,256,308
987,8628,512,599
988,15412,1024,894
989,7740,512,542
990,15360,1024,913
991,15880,1024,927
992,7216,512,499
993,8524,512,591
994,8652,512,591
995,7784,512,534
996,16268,1024,957
997,13864,1024,852
998,8236,512,582
999,9024,512,583
1000,9036,512,576
1001,10108,512,630
1002,5352,512,372
1003,9588,512,664
1004,8284,512,579
1005,8128,512,571
1006,16216,1024,961
1007,8152,512,564
1008,9948,1024,569
1009,9664,512,662
1010,13708,1024,831
1011,4124,256,339
1012,7844,512,549
1013,11804,1024,703
1014,13632,1024,832
1015,7460,512,517
1016,12776,1024,774
1017,7120,512,485
1018,14596,1024,847
1019,3652,256,301
1020,17952,1024,1043
1021,8812,512,618
1022,6396,512,447
1023,15476,1024,920
1024,16596,1024,980
1025,9472,512,640
1026,8756,512,604
1027,8704,512,604
1028,7436,512,515
1029,6084,512,444
1030,8588,512,591
1031,7944,512,557
1032,16428,1024,982
1033,7472,512,539
1034,7900,512,546
1035,13196,1024,802
1036,14640,1024,851
1037,14008,1024,794
1038,8336,512,592
1039,16168,1024,954
1040,8824,512,618
1041,9620,512,660
1042,5096,512,365
1043,12652,1024,772
1044,14832,1024,907
1045,8900,512,575
1046,6372,512,447
1047,17048,1024,1030
1048,8604,512,598
1049,18880,1024,1114
1050,8524,512,580
1051,7584,512,521
1052,14096,1024,857
1053,15044,1024,897
1054,8036,512,559
1055,7180,512,496
1056,7804,512,535
1057,7516,512,530
1058,14000,1024,798
1059,8864,512,621
1060,17976,1024,1080
1061,13948,1024,841
1062,8296,512,578
1063,14036,1024,850
1064,13908,1024,833
1065,14692,1024,900
1066,14052,1024,853
1067,3888,256,317
1068,15160,1024,893
1069,4796,256,356
1070,16484,1024,984
1071,16884,1024,999
1072,6136,512,441
1073,8520,512,590
1074,16456,1024,978
1075,9388,512,611
1076,8180,512,554
1077,7876,512,555
1078,6052,512,429
1079,13408,1024,819
1080,7952,512,548
1081,8288,512,580
1082,12040,1024,707
1083,8624,512,603
1084,8540,512,594
1085,8840,512,601
1086,10888,1024,639
1087,9476,512,641
1088,12416,1024,735
1089,8832,512,599
1090,13484,1024,818
1091,12092,1024,730
1092,4016,256,339
1093,7052,512,486
1094,8540,512,598
1095,7372,512,500
1096,8384,512,567
1097,6368,512,451
1098,5676,512,401
1099,12036,1024,701
1100,12248,1024,752
1101,8168,512,565
1102,17092,1024,997
1103,14700,1024,902
1104,4908,256,389
1105,13416,1024,821
1106,7900,512,546
1107,15920,1024,950
1108,7944,512,545
1109,16188,1024,954
1110,7016,512,481
1111,8184,512,573
1112,18184,1024,1075
1113,9172,512,629
1114,7508,512,528
1115,13904,1024,844
1116,10032,512,644
1117,16916,1024,1013
1118,8728,512,609
1119,13864,1024,838
1120,11944,1024,710
1121,13776,1024,842
1122,15476,1024,905
1123,8628,512,605
1124,16884,1024,988
1125,14652,1024,860
1126,9796,512,677
1127,14720,1024,900
1128,7468,512,519
1129,12664,1024,771
1130,9232,512,640
1131,8352,512,585
1132,8740,512,611
1133,28344,2048,1512
1134,14976,1024,876
1135,8496,512,583
1136,6476,512,462
1137,8384,512,572
1138,18984,1024,1128
1139,19100,1024,1096
1140,12652,1024,755
1141,8832,512,619
1142,8144,512,568
1143,14496,1024,884
1144,9704,512,669
1145,14188,1024,826
1146,6804,512,475
1147,9584,512,658
1148,8792,512,614
1149,12904,1024,792
1150,6156,512,446
1151,16416,1024,979
1152,8684,512,602
1153,4292,256,356
1154,9640,512,662
1155,7412,512,514
1156,14800,1024,879
1157,3980,256,329
1158,8336,512,590
1159,10640,1024,628
1160,8504,512,590
1161,9828,512,679
1162,3564,256,305
1163,8876,512,598
1164,7540,512,528
1165,14972,1024,916
1166,7772,512,531
1167,10644,512,688
1168,4440,256,342
1169,8412,512,574
1170,14468,1024,831
1171,3568,256,296
1172,17016,1024,1022
1173,7584,512,521
1174,17172,1024,1034
1175,8792,512,613
1176,13428,1024,807
1177,15640,1024,914
1178,9792,512,681
1179,13992,1024,842
1180,13788,1024,823
1181,14052,1024,822
1182,12268,1024,728
1183,9808,512,671
1184,15968,1024,949
1185,18376,1024,1053
1186,9100,512,626
1187,16764,1024,1006
1188,9172,512,594
1189,3772,256,310
1190,14444,1024,843
1191,10944,1024,614
1192,12328,1024,737
1193,8324,512,572
1194,7940,512,557
1195,16448,1024,976
1196,7912,512,564
1197,17692,1024,1073
1198,11748,1024,704
1199,10944,1024,634
1200,8728,512,609
1201,3812,256,303
1202,8460,512,579
1203,11732,1024,683
1204,5368,512,372
1205,15504,1024,895
1206,10336,1024,598
1207,12216,1024,726
1208,6468,512,445
1209,3908,256,317
1210,14132,1024,856
1211,16036,1024,933
1212,8180,512,569
1213,8380,512,587
1214,9100,512,623
1215,9260,512,633
1216,16136,1024,950
1217,17964,1024,1078
1218,7164,512,484
1219,6964,512,477
1220,8020,512,560
1221,8980,512,603
1222,9216,512,625
1223,8688,512,588
1224,13108,1024,792
1225,13056,1024,780
1226,12776,1024,773
1227,3848,256,321
1228,3756,256,311
1229,8224,512,571
1230,13240,1024,808
1231,3036,256,257
1232,16128,1024,949
1233,13908,1024,812
1234,7996,512,544
1235,5836,512,414
1236,10364,1024,605
1237,8064,512,560
1238,8780,512,615
1239,10800,1024,634
1240,9904,512,682
1241,7416,512,517
1242,9044,512,612
1243,10896,512,692
1244,11976,1024,718
1245,6328,512,443
1246,7644,512,536
1247,13732,1024,851
1248,8776,512,558
1249,9624,512,657
1250,17100,1024,1022
1251,13828,1024,848
1252,9380,512,645
1253,8180,512,573
1254,20044,1024,1186
1255,1480,128,155
1256,7640,512,529
1257,8296,512,581
1258,9648,512,654
1259,7232,512,496
1260,6784,512,477
1261,10940,1024,651
1262,9308,512,657
1263,17564,1024,1001
1264,10412,1024,606
1265,14096,1024,852
1266,7504,512,522
1267,9256,512,630
1268,15568,1024,934
1269,16264,1024,957
1270,6492,512,440
1271,16176,1024,957
1272,8640,512,590
1273,7436,512,510
1274,8844,512,623
1275,8288,512,582
1276,12452,1024,744
1277,16840,1024,1019
1278,19708,1024,1150
1279,15632,1024,913
1280,12340,1024,729
1281,7496,512,525
1282,5516,512,386
1283,13056,1024,786
1284,16132,1024,945
1285,6108,512,434
1286,14404,1024,876
1287,14928,1024,916
1288,7944,512,547
1289,13004,1024,790
1290,13648,1024,832
1291,12376,1024,754
1292,4064,256,334
1293,9288,512,641
1294,8772,512,605
1295,11412,1024,667
1296,9592,512,632
1297,9800,512,654
1298,12040,1024,697
1299,8044,512,565
1300,6464,512,460
1301,8080,512,563
1302,9972,512,643
1303,8200,512,577
1304,11572,1024,682
1305,7144,512,486
1306,3624,256,304
1307,6192,512,436
1308,9488,512,644
1309,13332,1024,805
1310,7992,512,555
1311,8960,512,604
1312,13592,1024,823
